img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
jellicent,Water,Ghost,,jellicent,Jellicent,593.0,water,ghost,100.0,60.0,70.0,85.0,105.0,60.0,480.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,60,5120.0,2.2,135.0,Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",water,ghost
alomomola,Water,,,alomomola,Alomomola,594.0,water,,165.0,75.0,80.0,40.0,45.0,65.0,470.0,5.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,10240.0,1.2,31.6,Caring Pokémon,"['Healer', 'Hydration', 'Regenerator']",water,
joltik,Bug,Electric,,joltik,Joltik,595.0,bug,electric,50.0,47.0,50.0,57.0,50.0,65.0,319.0,5.0,0.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.1,0.6,Attaching Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,electric
galvantula,Bug,Electric,,galvantula,Galvantula,596.0,bug,electric,70.0,77.0,60.0,97.0,60.0,108.0,472.0,5.0,0.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,0.8,14.3,EleSpider Pokémon,"['Compoundeyes', 'Unnerve', 'Swarm']",bug,electric
ferroseed,Grass,Steel,,ferroseed,Ferroseed,597.0,grass,steel,44.0,50.0,91.0,24.0,86.0,10.0,305.0,5.0,0.0,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,255,5120.0,0.6,18.8,Thorn Seed Pokémon,['Iron Barbs'],grass,steel
ferrothorn,Grass,Steel,,ferrothorn,Ferrothorn,598.0,grass,steel,74.0,94.0,131.0,54.0,116.0,20.0,489.0,5.0,0.0,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,90,5120.0,1.0,110.0,Thorn Pod Pokémon,"['Iron Barbs', 'Anticipation']",grass,steel
klink,Steel,,,klink,Klink,599.0,steel,,40.0,55.0,70.0,45.0,60.0,30.0,300.0,5.0,0.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,130,5120.0,0.3,21.0,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,
klang,Steel,,,klang,Klang,600.0,steel,,60.0,80.0,95.0,70.0,85.0,50.0,440.0,5.0,0.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,60,5120.0,0.6,51.0,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,
klinklang,Steel,,,klinklang,Klinklang,601.0,steel,,60.0,100.0,115.0,70.0,85.0,90.0,520.0,5.0,0.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,30,5120.0,0.6,81.0,Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",steel,
tynamo,Electric,,,tynamo,Tynamo,602.0,electric,,35.0,55.0,40.0,45.0,40.0,60.0,275.0,5.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.2,0.3,EleFish Pokémon,['Levitate'],electric,
eelektrik,Electric,,,eelektrik,Eelektrik,603.0,electric,,65.0,85.0,70.0,75.0,70.0,40.0,405.0,5.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120.0,1.2,22.0,EleFish Pokémon,['Levitate'],electric,
eelektross,Electric,,,eelektross,Eelektross,604.0,electric,,85.0,115.0,80.0,105.0,80.0,50.0,515.0,5.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120.0,2.1,80.5,EleFish Pokémon,['Levitate'],electric,
elgyem,Psychic,,,elgyem,Elgyem,605.0,psychic,,55.0,55.0,55.0,85.0,55.0,30.0,335.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,255,5120.0,0.5,9.0,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",psychic,
beheeyem,Psychic,,,beheeyem,Beheeyem,606.0,psychic,,75.0,75.0,75.0,125.0,95.0,40.0,485.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,90,5120.0,1.0,34.5,Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",psychic,
litwick,Ghost,Fire,,litwick,Litwick,607.0,ghost,fire,50.0,30.0,55.0,65.0,55.0,20.0,275.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,190,5120.0,0.3,3.1,Candle Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire
lampent,Ghost,Fire,,lampent,Lampent,608.0,ghost,fire,60.0,40.0,60.0,95.0,60.0,55.0,370.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,90,5120.0,0.6,13.0,Lamp Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire
chandelure,Ghost,Fire,,chandelure,Chandelure,609.0,ghost,fire,60.0,55.0,90.0,145.0,90.0,80.0,520.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,45,5120.0,1.0,34.3,Luring Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",ghost,fire
axew,Dragon,,,axew,Axew,610.0,dragon,,46.0,87.0,60.0,30.0,40.0,57.0,320.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,75,10240.0,0.6,18.0,Tusk Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,
fraxure,Dragon,,,fraxure,Fraxure,611.0,dragon,,66.0,117.0,70.0,40.0,50.0,67.0,410.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,60,10240.0,1.0,36.0,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,
haxorus,Dragon,,,haxorus,Haxorus,612.0,dragon,,76.0,147.0,90.0,60.0,70.0,97.0,540.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,45,10240.0,1.8,105.5,Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",dragon,
cubchoo,Ice,,,cubchoo,Cubchoo,613.0,ice,,55.0,70.0,40.0,60.0,40.0,40.0,305.0,5.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,120,5120.0,0.5,8.5,Chill Pokémon,"['Snow Cloak', 'Slush Rush', 'Rattled']",ice,
beartic,Ice,,,beartic,Beartic,614.0,ice,,95.0,130.0,80.0,70.0,80.0,50.0,505.0,5.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,60,5120.0,2.6,260.0,Freezing Pokémon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",ice,
cryogonal,Ice,,,cryogonal,Cryogonal,615.0,ice,,80.0,50.0,50.0,95.0,135.0,105.0,515.0,5.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,25,6400.0,1.1,148.0,Crystallizing Pokémon,['Levitate'],ice,
shelmet,Bug,,,shelmet,Shelmet,616.0,bug,,50.0,40.0,85.0,40.0,65.0,25.0,305.0,5.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,200,3840.0,0.4,7.7,Snail Pokémon,"['Hydration', 'Shell Armor', 'Overcoat']",bug,
accelgor,Bug,,,accelgor,Accelgor,617.0,bug,,80.0,70.0,40.0,100.0,60.0,145.0,495.0,5.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,75,3840.0,0.8,25.3,Shell Out Pokémon,"['Hydration', 'Sticky Hold', 'Unburden']",bug,
stunfisk,Ground,Electric,,stunfisk,Stunfisk,618.0,ground,electric,109.0,66.0,84.0,81.0,99.0,32.0,471.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,75,5120.0,0.7,11.0,Trap Pokémon,"['Static', 'Limber', 'Sand Veil']",ground,electric
mienfoo,Fighting,,,mienfoo,Mienfoo,619.0,fighting,,45.0,85.0,50.0,55.0,50.0,65.0,350.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,180,6400.0,0.9,20.0,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,
mienshao,Fighting,,,mienshao,Mienshao,620.0,fighting,,65.0,125.0,60.0,95.0,60.0,105.0,510.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,45,6400.0,1.4,35.5,Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",fighting,
druddigon,Dragon,,,druddigon,Druddigon,621.0,dragon,,77.0,120.0,90.0,60.0,90.0,48.0,485.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,45,7680.0,1.6,139.0,Cave Pokémon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",dragon,
golett,Ground,Ghost,,golett,Golett,622.0,ground,ghost,59.0,74.0,50.0,35.0,50.0,35.0,303.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,190,6400.0,1.0,92.0,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",ground,ghost
golurk,Ground,Ghost,,golurk,Golurk,623.0,ground,ghost,89.0,124.0,80.0,55.0,80.0,55.0,483.0,5.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,90,6400.0,2.8,330.0,Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",ground,ghost
pawniard,Dark,Steel,,pawniard,Pawniard,624.0,dark,steel,45.0,85.0,70.0,40.0,40.0,60.0,340.0,5.0,0.0,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,120,5120.0,0.5,10.2,Sharp Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",dark,steel
bisharp,Dark,Steel,,bisharp,Bisharp,625.0,dark,steel,65.0,125.0,100.0,60.0,70.0,70.0,490.0,5.0,0.0,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,45,5120.0,1.6,70.0,Sword Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",dark,steel
bouffalant,Normal,,,bouffalant,Bouffalant,626.0,normal,,95.0,110.0,95.0,40.0,95.0,55.0,490.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.6,94.6,Bash Buffalo Pokémon,"['Reckless', 'Sap Sipper', 'Soundproof']",normal,
rufflet,Normal,Flying,,rufflet,Rufflet,627.0,normal,flying,70.0,83.0,50.0,37.0,50.0,60.0,350.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,190,5120.0,0.5,10.5,Eaglet Pokémon,"['Keen Eye', 'Sheer Force', 'Hustle']",normal,flying
braviary,Normal,Flying,,braviary,Braviary,628.0,normal,flying,100.0,123.0,75.0,57.0,75.0,80.0,510.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,60,5120.0,1.5,41.0,Valiant Pokémon,"['Keen Eye', 'Sheer Force', 'Defiant']",normal,flying
vullaby,Dark,Flying,,vullaby,Vullaby,629.0,dark,flying,70.0,55.0,75.0,45.0,65.0,60.0,370.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,190,5120.0,0.5,9.0,Diapered Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,flying
mandibuzz,Dark,Flying,,mandibuzz,Mandibuzz,630.0,dark,flying,110.0,65.0,105.0,55.0,95.0,80.0,510.0,5.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,60,5120.0,1.2,39.5,Bone Vulture Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",dark,flying
heatmor,Fire,,,heatmor,Heatmor,631.0,fire,,85.0,97.0,66.0,105.0,66.0,65.0,484.0,5.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,90,5120.0,1.4,58.0,Anteater Pokémon,"['Gluttony', 'Flash Fire', 'White Smoke']",fire,
durant,Bug,Steel,,durant,Durant,632.0,bug,steel,58.0,109.0,112.0,48.0,48.0,109.0,484.0,5.0,0.0,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,90,5120.0,0.3,33.0,Iron Ant Pokémon,"['Swarm', 'Hustle', 'Truant']",bug,steel
deino,Dark,Dragon,,deino,Deino,633.0,dark,dragon,52.0,65.0,50.0,45.0,50.0,38.0,300.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,45,10240.0,0.8,17.3,Irate Pokémon,['Hustle'],dark,dragon
zweilous,Dark,Dragon,,zweilous,Zweilous,634.0,dark,dragon,72.0,85.0,70.0,65.0,70.0,58.0,420.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,45,10240.0,1.4,50.0,Hostile Pokémon,['Hustle'],dark,dragon
hydreigon,Dark,Dragon,,hydreigon,Hydreigon,635.0,dark,dragon,92.0,105.0,90.0,125.0,90.0,98.0,600.0,5.0,0.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,45,10240.0,1.8,160.0,Brutal Pokémon,['Levitate'],dark,dragon
larvesta,Bug,Fire,,larvesta,Larvesta,636.0,bug,fire,55.0,85.0,55.0,50.0,55.0,60.0,360.0,5.0,0.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,45,10240.0,1.1,28.8,Torch Pokémon,"['Flame Body', 'Swarm']",bug,fire
volcarona,Bug,Fire,,volcarona,Volcarona,637.0,bug,fire,85.0,60.0,65.0,135.0,105.0,100.0,550.0,5.0,0.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,15,10240.0,1.6,46.0,Sun Pokémon,"['Flame Body', 'Swarm']",bug,fire
cobalion,Steel,Fighting,,cobalion,Cobalion,638.0,steel,fighting,91.0,90.0,129.0,90.0,72.0,108.0,580.0,5.0,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,3,20480.0,2.1,250.0,Iron Will Pokémon,['Justified'],steel,fighting
terrakion,Rock,Fighting,,terrakion,Terrakion,639.0,rock,fighting,91.0,129.0,90.0,72.0,90.0,108.0,580.0,5.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0,3,20480.0,1.9,260.0,Cavern Pokémon,['Justified'],rock,fighting
virizion,Grass,Fighting,,virizion,Virizion,640.0,grass,fighting,91.0,90.0,72.0,90.0,129.0,108.0,580.0,5.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,3,20480.0,2.0,200.0,Grassland Pokémon,['Justified'],grass,fighting
tornadus-incarnate,Flying,,,tornadus-incarnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flying,
thundurus-incarnate,Electric,Flying,,thundurus-incarnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,
reshiram,Dragon,Fire,,reshiram,Reshiram,643.0,dragon,fire,100.0,120.0,100.0,150.0,120.0,90.0,680.0,5.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,3,30720.0,3.2,330.0,Vast White Pokémon,['Turboblaze'],dragon,fire
zekrom,Dragon,Electric,,zekrom,Zekrom,644.0,dragon,electric,100.0,150.0,120.0,120.0,100.0,90.0,680.0,5.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,3,30720.0,2.9,345.0,Deep Black Pokémon,['Teravolt'],dragon,electric
landorus-incarnate,Ground,Flying,,landorus-incarnate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground,
kyurem,Dragon,Ice,,kyurem,Kyurem,646.0,dragon,ice,125.0,120.0,90.0,170.0,100.0,95.0,700.0,5.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3,30720.0,3.0,325.0,Boundary Pokémon,"['Pressure', 'Teravolt', 'Turboblaze']",dragon,ice
keldeo-ordinary,Water,Fighting,,keldeo-ordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,
meloetta-aria,Normal,Psychic,,meloetta-aria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,
genesect,Bug,Steel,,genesect,Genesect,649.0,bug,steel,71.0,120.0,95.0,120.0,95.0,99.0,600.0,5.0,1.0,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,3,30720.0,1.5,82.5,Paleozoic Pokémon,['Download'],bug,steel
chespin,Grass,,,chespin,Chespin,650.0,grass,,56.0,61.0,65.0,48.0,45.0,38.0,313.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,0.4,9.0,Spiky Nut Pokémon,"['Overgrow', 'Bulletproof']",grass,
quilladin,Grass,,,quilladin,Quilladin,651.0,grass,,61.0,78.0,95.0,56.0,58.0,57.0,405.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,0.7,29.0,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",grass,
chesnaught,Grass,Fighting,,chesnaught,Chesnaught,652.0,grass,fighting,88.0,107.0,122.0,74.0,75.0,64.0,530.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,45,5120.0,1.6,90.0,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",grass,fighting
fennekin,Fire,,,fennekin,Fennekin,653.0,fire,,40.0,45.0,40.0,62.0,60.0,60.0,307.0,6.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,5120.0,0.4,9.4,Fox Pokémon,"['Blaze', 'Magician']",fire,
braixen,Fire,,,braixen,Braixen,654.0,fire,,59.0,59.0,58.0,90.0,70.0,73.0,409.0,6.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,5120.0,1.0,14.5,Fox Pokémon,"['Blaze', 'Magician']",fire,
delphox,Fire,Psychic,,delphox,Delphox,655.0,fire,psychic,75.0,69.0,72.0,114.0,100.0,104.0,534.0,6.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,45,5120.0,1.5,39.0,Fox Pokémon,"['Blaze', 'Magician']",fire,psychic
froakie,Water,,,froakie,Froakie,656.0,water,,41.0,56.0,40.0,62.0,44.0,71.0,314.0,6.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,0.3,7.0,Bubble Frog Pokémon,"['Torrent', 'Protean']",water,
frogadier,Water,,,frogadier,Frogadier,657.0,water,,54.0,63.0,52.0,83.0,56.0,97.0,405.0,6.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,0.6,10.9,Bubble Frog Pokémon,"['Torrent', 'Protean']",water,
greninja,Water,Dark,,greninja,Greninja,658.0,water,dark,72.0,145.0,67.0,153.0,71.0,132.0,640.0,6.0,0.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,45,5120.0,1.5,40.0,Ninja Pokémon,"['Torrent', 'Protean', 'Battle Bond']",water,dark
bunnelby,Normal,,,bunnelby,Bunnelby,659.0,normal,,38.0,36.0,38.0,32.0,36.0,57.0,237.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.4,5.0,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",normal,
diggersby,Normal,Ground,,diggersby,Diggersby,660.0,normal,ground,85.0,56.0,77.0,50.0,77.0,78.0,423.0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,127,3840.0,1.0,42.4,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",normal,ground
fletchling,Normal,Flying,,fletchling,Fletchling,661.0,normal,flying,45.0,50.0,43.0,40.0,38.0,62.0,278.0,6.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.3,1.7,Tiny Robin Pokémon,"['Big Pecks', 'Gale Wings']",normal,flying
fletchinder,Fire,Flying,,fletchinder,Fletchinder,662.0,fire,flying,62.0,73.0,55.0,56.0,52.0,84.0,382.0,6.0,0.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,120,3840.0,0.7,16.0,Ember Pokémon,"['Flame Body', 'Gale Wings']",fire,flying
talonflame,Fire,Flying,,talonflame,Talonflame,663.0,fire,flying,78.0,81.0,71.0,74.0,69.0,126.0,499.0,6.0,0.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,45,3840.0,1.2,24.5,Scorching Pokémon,"['Flame Body', 'Gale Wings']",fire,flying
scatterbug,Bug,,,scatterbug,Scatterbug,664.0,bug,,38.0,35.0,40.0,27.0,25.0,35.0,200.0,6.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.3,2.5,Scatterdust Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",bug,
spewpa,Bug,,,spewpa,Spewpa,665.0,bug,,45.0,22.0,60.0,27.0,30.0,29.0,213.0,6.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.3,8.4,Scatterdust Pokémon,"['Shed Skin', 'Friend Guard']",bug,
vivillon,Bug,Flying,,vivillon,Vivillon,666.0,bug,flying,80.0,52.0,50.0,90.0,50.0,89.0,411.0,6.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,1.2,17.0,Scale Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",bug,flying
litleo,Fire,Normal,,litleo,Litleo,667.0,fire,normal,62.0,50.0,58.0,73.0,54.0,72.0,369.0,6.0,0.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,220,5120.0,0.6,13.5,Lion Cub Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",fire,normal
pyroar,Fire,Normal,,pyroar,Pyroar,668.0,fire,normal,86.0,68.0,72.0,109.0,66.0,106.0,507.0,6.0,0.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,65,5120.0,1.5,81.5,Royal Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",fire,normal
flabebe,Fairy,,,flabebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairy,
